feature	importance
FGF10_methy	1.934704e-04
NEK6_mrna	1.813785e-04
HPCAL4_methy	1.813785e-04
GPR156_mrna	1.813785e-04
RADIO_THERAPY_NO	1.813785e-04
VPS37A_mrna	1.813785e-04
CLAUDIN_SUBTYPE_Normal	1.692866e-04
KMT5A_mrna	1.692866e-04
GRADE	1.692866e-04
FGF4_mrna	1.571947e-04
GABRA6_mrna	1.571947e-04
PIP4K2A_mrna	1.451028e-04
INFERRED_MENOPAUSAL_STATE_Post	1.330109e-04
LLGL2_mrna	1.209190e-04
CELLULARITY_High	1.209190e-04
SLC6A1_mrna	1.209190e-04
COHORT	1.209190e-04
SIDT1_mrna	1.088271e-04
UBE2D4_mrna	9.673519e-05
WLS_methy	8.464329e-05
MTHFD1_mrna	8.464329e-05
L3MBTL4_methy	8.464329e-05
MAOA_mrna	7.255139e-05
CANCER_TYPE_DETAILED_Breast Invasive Lobular Carcinoma	6.045949e-05
C11orf65_mrna	4.836759e-05
NOMO1_mrna	4.836759e-05
KIT_mrna	4.836759e-05
TMB_NONSYNONYMOUS	3.627570e-05
LATERALITY_Right	3.627570e-05
STARD8_methy	3.627570e-05
MRPL23_mrna	3.627570e-05
ONCOTREE_CODE_IMMC	2.418380e-05
ZBTB14_mrna	2.418380e-05
DIP2A_mrna	1.209190e-05
KRTAP4-7_mrna	0.000000e+00
ONCOTREE_CODE_ILC	0.000000e+00
TMED3_mrna	0.000000e+00
ARHGEF10L_mrna	0.000000e+00
CHN2_methy	0.000000e+00
CANCER_TYPE_DETAILED_Breast Invasive Ductal Carcinoma	0.000000e+00
CANCER_TYPE_DETAILED_Breast	0.000000e+00
ACTL6B_methy	0.000000e+00
F2RL3_mrna	0.000000e+00
CPE_mrna	0.000000e+00
HISTOLOGICAL_SUBTYPE_Tubular/ cribriform	0.000000e+00
GRAMD4_mrna	0.000000e+00
HISTOLOGICAL_SUBTYPE_Other	0.000000e+00
ONCOTREE_CODE_MBC	0.000000e+00
HISTOLOGICAL_SUBTYPE_Mucinous	0.000000e+00
CANCER_TYPE_DETAILED_Breast Invasive Mixed Mucinous Carcinoma	0.000000e+00
AGO4_mrna	0.000000e+00
FBLN7_mrna	0.000000e+00
NR3C1_mrna	0.000000e+00
ONCOTREE_CODE_BREAST	0.000000e+00
ATOH7_mrna	0.000000e+00
ONCOTREE_CODE_BRCA	0.000000e+00
MAGEA8_mrna	0.000000e+00
PFKL_mrna	0.000000e+00
HER2_STATUS_Positive	0.000000e+00
HER2_STATUS_Negative	0.000000e+00
ANXA2R-OT1_mrna	0.000000e+00
CANCER_TYPE_DETAILED_Metaplastic Breast Cancer	0.000000e+00
WWOX_mrna	0.000000e+00
GSTK1_mrna	0.000000e+00
CANCER_TYPE_DETAILED_Invasive Breast Carcinoma	0.000000e+00
CANCER_TYPE_DETAILED_Breast Mixed Ductal and Lobular Carcinoma	0.000000e+00
ONCOTREE_CODE_IDC	0.000000e+00
NCEH1_mrna	0.000000e+00
RBBP8_mrna	0.000000e+00
EFCAB8_mrna	0.000000e+00
SLC38A1_mrna	0.000000e+00
THREEGENE_ER+/HER2- Low Prolif	0.000000e+00
VPS26B_mrna	0.000000e+00
TPD52L1_mrna	0.000000e+00
C17orf107_methy	0.000000e+00
CLAUDIN_SUBTYPE_NC	0.000000e+00
CLAUDIN_SUBTYPE_LumB	0.000000e+00
CLAUDIN_SUBTYPE_LumA	0.000000e+00
CLAUDIN_SUBTYPE_Her2	0.000000e+00
ADRB1_mrna	0.000000e+00
CLAUDIN_SUBTYPE_Basal	0.000000e+00
INFERRED_MENOPAUSAL_STATE_Pre	0.000000e+00
ALDOC_mrna	0.000000e+00
HORMONE_THERAPY_YES	0.000000e+00
HORMONE_THERAPY_NO	0.000000e+00
GRB2_mrna	0.000000e+00
CELLULARITY_Low	0.000000e+00
NTF4_mrna	0.000000e+00
ANO10_mrna	0.000000e+00
MYORG_mrna	0.000000e+00
DPP3_mrna	0.000000e+00
ABCC5_mrna	0.000000e+00
GGCX_mrna	0.000000e+00
HISTOLOGICAL_SUBTYPE_Mixed	0.000000e+00
HISTOLOGICAL_SUBTYPE_Metaplastic	0.000000e+00
HISTOLOGICAL_SUBTYPE_Medullary	0.000000e+00
OR51E2_mrna	0.000000e+00
ZP2_mrna	0.000000e+00
HISTOLOGICAL_SUBTYPE_Lobular	0.000000e+00
THREEGENE_ER-/HER2-	0.000000e+00
HISTOLOGICAL_SUBTYPE_Ductal/NST	0.000000e+00
C2CD2_mrna	0.000000e+00
PR_STATUS_Positive	0.000000e+00
ABCB9_mrna	0.000000e+00
NUDT19_mrna	0.000000e+00
PR_STATUS_Negative	0.000000e+00
THREEGENE_HER2+	0.000000e+00
NQO1_mrna	0.000000e+00
TBC1D16_mrna	0.000000e+00
HSPBP1_mrna	0.000000e+00
NDRG1_mrna	0.000000e+00
MRPL49_mrna	0.000000e+00
OARD1_mrna	0.000000e+00
ZNF501_mrna	0.000000e+00
SIX2_mrna	0.000000e+00
CMC4_mrna	0.000000e+00
HTR1E_methy	0.000000e+00
F2RL1_mrna	0.000000e+00
ARHGEF9_mrna	0.000000e+00
HYAL1_mrna	0.000000e+00
FRK_mrna	0.000000e+00
CTF1_mrna	0.000000e+00
FA2H_mrna	0.000000e+00
FADS3_mrna	0.000000e+00
ISYNA1_mrna	0.000000e+00
GTF3C4_mrna	0.000000e+00
PMM2_mrna	0.000000e+00
ZNF827_mrna	0.000000e+00
ST3GAL1_mrna	0.000000e+00
BZW2_mrna	0.000000e+00
WNT7B_mrna	0.000000e+00
ELF3_mrna	0.000000e+00
PAFAH1B3_mrna	0.000000e+00
CYP2J2_mrna	0.000000e+00
TNFAIP1_mrna	0.000000e+00
DERA_mrna	0.000000e+00
SPTY2D1_mrna	0.000000e+00
N4BP3_mrna	0.000000e+00
INPP5A_mrna	0.000000e+00
COG1_mrna	0.000000e+00
SRD5A2_methy	0.000000e+00
NFATC3_methy	0.000000e+00
LOC101927418_methy	0.000000e+00
PACERR_methy	0.000000e+00
PITX1_methy	0.000000e+00
LINC00898_methy	0.000000e+00
PROP1_methy	0.000000e+00
RAMP3_methy	0.000000e+00
RRAD_methy	0.000000e+00
SHROOM4_methy	0.000000e+00
SMIM10_methy	0.000000e+00
SNAR-E_methy	0.000000e+00
SPDYA_methy	0.000000e+00
TNFSF13_methy	0.000000e+00
ZIC2_mrna	0.000000e+00
LAS1L_methy	0.000000e+00
ZAR1_methy	0.000000e+00
SHMT2_mrna	0.000000e+00
C14orf184_mrna	0.000000e+00
ZNF214_mrna	0.000000e+00
EFR3A_mrna	0.000000e+00
ANKAR_mrna	0.000000e+00
BANF1_mrna	0.000000e+00
TUBA3C_mrna	0.000000e+00
DNASE1L3_mrna	0.000000e+00
INSIG1_mrna	0.000000e+00
TESK2_mrna	0.000000e+00
HAS1_methy	0.000000e+00
NMRK1_mrna	0.000000e+00
GYPC_methy	0.000000e+00
CNOT6_mrna	0.000000e+00
LUZP1_methy	0.000000e+00
ZFHX3_mrna	0.000000e+00
ALDH3B2_mrna	0.000000e+00
PSG9_mrna	0.000000e+00
CD47_mrna	0.000000e+00
MACO1_mrna	0.000000e+00
NIBAN1_mrna	0.000000e+00
DYSF_methy	0.000000e+00
C2orf74_mrna	0.000000e+00
CCDC151_mrna	0.000000e+00
CTCFL_methy	0.000000e+00
PRAME_mrna	0.000000e+00
ACVR1B_mrna	0.000000e+00
MTG2_mrna	0.000000e+00
TLE1_mrna	0.000000e+00
RGS5_mrna	0.000000e+00
PCDHA11_mrna	0.000000e+00
COX4I2_methy	0.000000e+00
CMKLR1_methy	0.000000e+00
IDH2_mrna	0.000000e+00
RALGAPA2_mrna	0.000000e+00
MITD1_mrna	0.000000e+00
LINC01915_mrna	0.000000e+00
S100A13_mrna	0.000000e+00
BCL7C_mrna	0.000000e+00
CPT1A_mrna	0.000000e+00
FAM231D_methy	0.000000e+00
XPR1_mrna	0.000000e+00
MARCHF4_mrna	0.000000e+00
SLC7A3_mrna	0.000000e+00
CYSLTR1_mrna	0.000000e+00
IGFALS_mrna	0.000000e+00
GSX2_methy	0.000000e+00
SRFBP1_mrna	0.000000e+00
ATP6V0C_mrna	0.000000e+00
CMTM8_mrna	0.000000e+00
GPAA1_mrna	0.000000e+00
ENPP3_mrna	0.000000e+00
FLJ21408_methy	0.000000e+00
FGF14-IT1_methy	0.000000e+00
DNAH9_mrna	0.000000e+00
CCL16_mrna	0.000000e+00
NCOA3_mrna	0.000000e+00
CAPN11_mrna	0.000000e+00
FLT3_mrna	0.000000e+00
ACOT8_mrna	0.000000e+00
UNC119_mrna	0.000000e+00
TBC1D24_mrna	0.000000e+00
WEE2-AS1_mrna	0.000000e+00
DDIT4_mrna	0.000000e+00
LRRC75A_mrna	0.000000e+00
SSH1_mrna	0.000000e+00
BRINP3_mrna	0.000000e+00
KIAA1191_mrna	0.000000e+00
FAM72D_methy	0.000000e+00
ONCOTREE_CODE_MDLC	0.000000e+00
