feature	importance
S100A13_mrna	0.000000e+00
TBC1D16_mrna	0.000000e+00
LLGL2_mrna	0.000000e+00
ZFHX3_mrna	0.000000e+00
SLC46A1_mrna	0.000000e+00
ALDH3B2_mrna	0.000000e+00
CD47_mrna	0.000000e+00
ANO10_mrna	0.000000e+00
RDH16_mrna	0.000000e+00
CATSPER3_mrna	0.000000e+00
MACO1_mrna	0.000000e+00
USP46_mrna	0.000000e+00
NIBAN1_mrna	0.000000e+00
PLAAT2_mrna	0.000000e+00
PNMA8B_mrna	0.000000e+00
LMTK3_mrna	0.000000e+00
CNOT6_mrna	0.000000e+00
MITD1_mrna	0.000000e+00
ABCB9_mrna	0.000000e+00
C2CD2_mrna	0.000000e+00
OSBPL10_mrna	0.000000e+00
ACVR1B_mrna	0.000000e+00
ANKRD35_mrna	0.000000e+00
MTG2_mrna	0.000000e+00
DPP3_mrna	0.000000e+00
HOXD8_mrna	0.000000e+00
RGS5_mrna	0.000000e+00
ELMO2_mrna	0.000000e+00
LSR_mrna	0.000000e+00
IDH2_mrna	0.000000e+00
RALGAPA2_mrna	0.000000e+00
TLE1_mrna	0.000000e+00
TOMM70_mrna	0.000000e+00
NMRK1_mrna	0.000000e+00
FLJ21408_methy	0.000000e+00
FGF10_methy	0.000000e+00
FAM231D_methy	0.000000e+00
CTCFL_methy	0.000000e+00
COX4I2_methy	0.000000e+00
CMKLR1_methy	0.000000e+00
CHN2_methy	0.000000e+00
CARD11_methy	0.000000e+00
C17orf107_methy	0.000000e+00
AIRE_methy	0.000000e+00
ADAMTS7_methy	0.000000e+00
ACTL6B_methy	0.000000e+00
ONCOTREE_CODE_MDLC	0.000000e+00
ONCOTREE_CODE_MBC	0.000000e+00
ONCOTREE_CODE_IMMC	0.000000e+00
ONCOTREE_CODE_ILC	0.000000e+00
FGF14-IT1_methy	0.000000e+00
GRIN2B_methy	0.000000e+00
ONCOTREE_CODE_BREAST	0.000000e+00
HAS1_methy	0.000000e+00
PITX1_methy	0.000000e+00
PACERR_methy	0.000000e+00
OSBPL10_methy	0.000000e+00
NFATC3_methy	0.000000e+00
MOXD1_methy	0.000000e+00
MINA_methy	0.000000e+00
MAL_methy	0.000000e+00
LINC00898_methy	0.000000e+00
LIN28A_methy	0.000000e+00
LAS1L_methy	0.000000e+00
LAD1_methy	0.000000e+00
L3MBTL4_methy	0.000000e+00
IPO7_methy	0.000000e+00
HTR1B_methy	0.000000e+00
HPCAL4_methy	0.000000e+00
ONCOTREE_CODE_IDC	0.000000e+00
HER2_STATUS_Positive	0.000000e+00
IFI27L2_mrna	0.000000e+00
THREEGENE_HER2+	0.000000e+00
THREEGENE_ER+/HER2- Low Prolif	0.000000e+00
CLAUDIN_SUBTYPE_claudin-low	0.000000e+00
CLAUDIN_SUBTYPE_Normal	0.000000e+00
CLAUDIN_SUBTYPE_NC	0.000000e+00
CLAUDIN_SUBTYPE_LumB	0.000000e+00
CLAUDIN_SUBTYPE_LumA	0.000000e+00
CLAUDIN_SUBTYPE_Her2	0.000000e+00
INFERRED_MENOPAUSAL_STATE_Pre	0.000000e+00
HORMONE_THERAPY_YES	0.000000e+00
CHEMOTHERAPY_YES	0.000000e+00
CELLULARITY_Moderate	0.000000e+00
CELLULARITY_Low	0.000000e+00
GRADE	0.000000e+00
COHORT	0.000000e+00
TMB_NONSYNONYMOUS	0.000000e+00
THREEGENE_ER-/HER2-	0.000000e+00
PR_STATUS_Positive	0.000000e+00
ER_STATUS_Positive	0.000000e+00
LATERALITY_Right	0.000000e+00
CANCER_TYPE_DETAILED_Metaplastic Breast Cancer	0.000000e+00
CANCER_TYPE_DETAILED_Invasive Breast Carcinoma	0.000000e+00
CANCER_TYPE_DETAILED_Breast Mixed Ductal and Lobular Carcinoma	0.000000e+00
CANCER_TYPE_DETAILED_Breast Invasive Mixed Mucinous Carcinoma	0.000000e+00
CANCER_TYPE_DETAILED_Breast Invasive Lobular Carcinoma	0.000000e+00
CANCER_TYPE_DETAILED_Breast Invasive Ductal Carcinoma	0.000000e+00
BREAST_SURGERY_MASTECTOMY	0.000000e+00
HISTOLOGICAL_SUBTYPE_Tubular/ cribriform	0.000000e+00
HISTOLOGICAL_SUBTYPE_Other	0.000000e+00
HISTOLOGICAL_SUBTYPE_Mucinous	0.000000e+00
HISTOLOGICAL_SUBTYPE_Mixed	0.000000e+00
HISTOLOGICAL_SUBTYPE_Metaplastic	0.000000e+00
HISTOLOGICAL_SUBTYPE_Medullary	0.000000e+00
HISTOLOGICAL_SUBTYPE_Lobular	0.000000e+00
RADIO_THERAPY_YES	0.000000e+00
POU4F3_methy	0.000000e+00
RAMP3_methy	0.000000e+00
RRAD_methy	0.000000e+00
GTF3C4_mrna	0.000000e+00
NDRG1_mrna	0.000000e+00
NEFH_mrna	0.000000e+00
FA2H_mrna	0.000000e+00
FRK_mrna	0.000000e+00
VPS37A_mrna	0.000000e+00
ZBTB14_mrna	0.000000e+00
HES1_mrna	0.000000e+00
SIX2_mrna	0.000000e+00
DCAF4_mrna	0.000000e+00
ZNF501_mrna	0.000000e+00
MYBPC1_mrna	0.000000e+00
NUP210L_mrna	0.000000e+00
MRPL23_mrna	0.000000e+00
OARD1_mrna	0.000000e+00
PRR15L_mrna	0.000000e+00
FADS3_mrna	0.000000e+00
PMM2_mrna	0.000000e+00
SHROOM4_methy	0.000000e+00
ZNF827_mrna	0.000000e+00
SPTY2D1_mrna	0.000000e+00
LINC00477_mrna	0.000000e+00
DERA_mrna	0.000000e+00
IRS1_mrna	0.000000e+00
TNFAIP1_mrna	0.000000e+00
MTHFD1_mrna	0.000000e+00
ADAMTS7_mrna	0.000000e+00
CYP2J2_mrna	0.000000e+00
PAFAH1B3_mrna	0.000000e+00
S100P_mrna	0.000000e+00
ELF3_mrna	0.000000e+00
WNT7B_mrna	0.000000e+00
SMPD1_mrna	0.000000e+00
CD59_mrna	0.000000e+00
ST3GAL1_mrna	0.000000e+00
MRPL49_mrna	0.000000e+00
PBX1_mrna	0.000000e+00
C11orf65_mrna	0.000000e+00
N4BP3_mrna	0.000000e+00
EFR3A_mrna	0.000000e+00
ZNF214_mrna	0.000000e+00
GLA_mrna	0.000000e+00
C14orf184_mrna	0.000000e+00
RANBP6_mrna	0.000000e+00
KRT8_mrna	0.000000e+00
SHMT2_mrna	0.000000e+00
ZFP28_methy	0.000000e+00
ZAR1_methy	0.000000e+00
WLS_methy	0.000000e+00
VSX2_methy	0.000000e+00
TOX2_methy	0.000000e+00
SRD5A2_methy	0.000000e+00
SPDYA_methy	0.000000e+00
SNAR-E_methy	0.000000e+00
ANKAR_mrna	0.000000e+00
KIAA1958_mrna	0.000000e+00
BANF1_mrna	0.000000e+00
TESK2_mrna	0.000000e+00
FAM222A_mrna	0.000000e+00
ZNF33A_mrna	0.000000e+00
GABRA6_mrna	0.000000e+00
ISYNA1_mrna	0.000000e+00
INPP5A_mrna	0.000000e+00
ZIC2_mrna	0.000000e+00
C1QTNF9B_mrna	0.000000e+00
TUBA3C_mrna	0.000000e+00
KCTD1_mrna	0.000000e+00
INSIG1_mrna	0.000000e+00
KIT_mrna	0.000000e+00
DNASE1L3_mrna	0.000000e+00
SENP5_mrna	0.000000e+00
GLYATL2_mrna	0.000000e+00
UMODL1_mrna	0.000000e+00
